The Pew Charitable Trusts
Read more about our sources and methodology: https://www.pewtrusts.org/en/research-and-analysis/data-visualizations/2014/fiscal-50/reserves-and-balances
Reserves and Balances: Reserves and Balances Data 

State/Region,Total balances: days 2000,Total balances: days 2001,Total balances: days 2002,Total balances: days 2003,Total balances: days 2004,Total balances: days 2005,Total balances: days 2006,Total balances: days 2007,Total balances: days 2008,Total balances: days 2009,Total balances: days 2010,Total balances: days 2011,Total balances: days 2012,Total balances: days 2013,Total balances: days 2014,Total balances: days 2015,Total balances: days 2016,Total balances: days 2017,Total balances: days 2018,Total balances: days 2019,Total balances: days 2020,Total balances: days 2021,Total balances: days 2022,Total balances: days 2023,Total balances: days 2024,Total balances: balances 2000,Total balances: balances 2001,Total balances: balances 2002,Total balances: balances 2003,Total balances: balances 2004,Total balances: balances 2005,Total balances: balances 2006,Total balances: balances 2007,Total balances: balances 2008,Total balances: balances 2009,Total balances: balances 2010,Total balances: balances 2011,Total balances: balances 2012,Total balances: balances 2013,Total balances: balances 2014,Total balances: balances 2015,Total balances: balances 2016,Total balances: balances 2017,Total balances: balances 2018,Total balances: balances 2019,Total balances: balances 2020,Total balances: balances 2021,Total balances: balances 2022,Total balances: balances 2023,Total balances: balances 2024,Total balances: % of state spending 2000,Total balances: % of state spending 2001,Total balances: % of state spending 2002,Total balances: % of state spending 2003,Total balances: % of state spending 2004,Total balances: % of state spending 2005,Total balances: % of state spending 2006,Total balances: % of state spending 2007,Total balances: % of state spending 2008,Total balances: % of state spending 2009,Total balances: % of state spending 2010,Total balances: % of state spending 2011,Total balances: % of state spending 2012,Total balances: % of state spending 2013,Total balances: % of state spending 2014,Total balances: % of state spending 2015,Total balances: % of state spending 2016,Total balances: % of state spending 2017,Total balances: % of state spending 2018,Total balances: % of state spending 2019,Total balances: % of state spending 2020,Total balances: % of state spending 2021,Total balances: % of state spending 2022,Total balances: % of state spending 2023,Total balances: % of state spending 2024,Rainy day funds: days 2000,Rainy day funds: days 2001,Rainy day funds: days 2002,Rainy day funds: days 2003,Rainy day funds: days 2004,Rainy day funds: days 2005,Rainy day funds: days 2006,Rainy day funds: days 2007,Rainy day funds: days 2008,Rainy day funds: days 2009,Rainy day funds: days 2010,Rainy day funds: days 2011,Rainy day funds: days 2012,Rainy day funds: days 2013,Rainy day funds: days 2014,Rainy day funds: days 2015,Rainy day funds: days 2016,Rainy day funds: days 2017,Rainy day funds: days 2018,Rainy day funds: days 2019,Rainy day funds: days 2020,Rainy day funds: days 2021,Rainy day funds: days 2022,Rainy day funds: days 2023,Rainy day funds: days 2024,Rainy day funds: balances 2000,Rainy day funds: balances 2001,Rainy day funds: balances 2002,Rainy day funds: balances 2003,Rainy day funds: balances 2004,Rainy day funds: balances 2005,Rainy day funds: balances 2006,Rainy day funds: balances 2007,Rainy day funds: balances 2008,Rainy day funds: balances 2009,Rainy day funds: balances 2010,Rainy day funds: balances 2011,Rainy day funds: balances 2012,Rainy day funds: balances 2013,Rainy day funds: balances 2014,Rainy day funds: balances 2015,Rainy day funds: balances 2016,Rainy day funds: balances 2017,Rainy day funds: balances 2018,Rainy day funds: balances 2019,Rainy day funds: balances 2020,Rainy day funds: balances 2021,Rainy day funds: balances 2022,Rainy day funds: balances 2023,Rainy day funds: balances 2024,Rainy day funds: % of state spending 2000,Rainy day funds: % of state spending 2001,Rainy day funds: % of state spending 2002,Rainy day funds: % of state spending 2003,Rainy day funds: % of state spending 2004,Rainy day funds: % of state spending 2005,Rainy day funds: % of state spending 2006,Rainy day funds: % of state spending 2007,Rainy day funds: % of state spending 2008,Rainy day funds: % of state spending 2009,Rainy day funds: % of state spending 2010,Rainy day funds: % of state spending 2011,Rainy day funds: % of state spending 2012,Rainy day funds: % of state spending 2013,Rainy day funds: % of state spending 2014,Rainy day funds: % of state spending 2015,Rainy day funds: % of state spending 2016,Rainy day funds: % of state spending 2017,Rainy day funds: % of state spending 2018,Rainy day funds: % of state spending 2019,Rainy day funds: % of state spending 2020,Rainy day funds: % of state spending 2021,Rainy day funds: % of state spending 2022,Rainy day funds: % of state spending 2023,Rainy day funds: % of state spending 2024
South Dakota,17.33809215,50.29151613,49.65168275,43.98336728,64.85605038,49.55970074,47.44481288,44.32859762,33.20721027,33.86075949,34.51307883,34.01114691,55.23245214,44.93569381,37.76560333,44.94049336,39.3149935,38.96822321,40.46634404,42.14538682,41.45340302,58.34277845,75.3610514,54.9955157,37.07151926,36600000,110600000,115600000,106500000,158000000,134300000,137200000,132500000,107000000,107000000,107000000,107000000,182600000,158900000,149200000,170700000,157400000,165300000,176400000,189100000,193400000,301800000,422600000,336000000,240000000,0.047501622,0.137784976,0.136032008,0.120502376,0.177687809,0.135780002,0.129985789,0.121448213,0.090978658,0.092769204,0.09455638,0.093181224,0.151321787,0.12311149,0.103467406,0.123124639,0.107712311,0.106762255,0.110866696,0.115466813,0.113570967,0.159843229,0.206468634,0.150672646,0.101565806,17.33809215,50.29151613,49.82348788,43.98336728,64.85605038,49.55970074,47.44481288,44.32859762,33.20721027,33.86075949,34.51307883,34.01114691,40.74376398,38.09212055,35.25970874,39.28015003,35.79312941,37.10585804,36.58946641,37.84392746,37.35950437,41.73693131,54.76426617,39.11883408,37.07151926,36600000,110600000,116000000,106500000,158000000,134300000,137200000,132500000,107000000,107000000,107000000,107000000,134700000,134700000,139300000,149200000,143300000,157400000,159500000,169800000,174300000,215900000,307100000,239000000,240000000,0.047501622,0.137784976,0.136502707,0.120502376,0.177687809,0.135780002,0.129985789,0.121448213,0.090978658,0.092769204,0.09455638,0.093181224,0.111626751,0.104361974,0.096601942,0.107616849,0.098063368,0.101659885,0.100245113,0.103681993,0.102354807,0.114347757,0.150039085,0.107174888,0.101565806
Tennessee,11.99226394,10.8900087,9.203068244,11.16626862,34.03053174,29.54414766,43.0477714,57.85187458,36.51796293,21.66668228,26.75724293,32.0887146,36.75001119,36.81504787,25.25766315,40.37663012,56.51510478,63.81751295,51.20579557,64.39535943,79.66891018,150.7690524,208.0354083,188.8582563,30.29928009,216600000,209300000,189500000,242100000,762200000,737600000,1069000000,1549400000,1097800000,633700000,692800000,878800000,1124500000,1155700000,839800000,1364000000,1957900000,2314600000,1939900000,2516800000,3191100000,5968100000,8982000000,8896000000,2237000000,0.032855518,0.02983564,0.025213886,0.030592517,0.093234334,0.08094287,0.1179391,0.158498287,0.100049213,0.059360773,0.073307515,0.087914287,0.100684962,0.100863145,0.069199077,0.110620904,0.154835904,0.174842501,0.140289851,0.176425642,0.218270987,0.413065897,0.569960023,0.51741988,0.083011726,9.14091771,9.2614503,8.644570699,8.209813362,9.688566501,11.03099006,13.08748897,20.27093243,24.9485081,19.02715589,17.49957675,10.35543862,10.00044769,11.34044911,13.71456823,14.54920359,16.39541321,18.4179118,21.11688049,22.38792892,29.95916525,36.63060706,35.90012057,38.21322631,27.76643907,165100000,178000000,178000000,178000000,217000000,275400000,325000000,542900000,750000000,556500000,453100000,283600000,306000000,356000000,456000000,491500000,568000000,668000000,800000000,875000000,1200000000,1450000000,1550000000,1800000000,2050000000,0.02504361,0.025373836,0.023683755,0.022492639,0.026544018,0.030221891,0.035856134,0.055536801,0.068352077,0.052129194,0.047944046,0.028371065,0.027398487,0.031069724,0.03757416,0.039860832,0.04491894,0.050460032,0.057854467,0.061336792,0.082079905,0.100357828,0.098356495,0.104693771,0.076072436
Texas,51.12020645,52.73275862,40.66551471,7.717673539,22.51956434,46.01447175,85.12479466,100.3123711,104.8503273,74.8995777,85.32851894,57.96049539,49.57898424,104.410537,106.7120007,124.4391197,94.63549623,75.97016177,72.87991772,103.4654905,31.95577814,154.2092862,218.8697857,319.1573548,83.23237612,3850500000,4190145000,3330100000,648200000,1813300000,3745600000,7467800000,9926500000,11388900000,8702900000,9226000000,6148100000,6054972000,11675700000,13672000000,16810600000,13992605071,11173400000,11191540000,14820000000,5172800000,21508900000,36857194000,53524000000,25260000000,0.14005536,0.144473311,0.111412369,0.021144311,0.061697437,0.126067046,0.233218616,0.274828414,0.287261171,0.205204322,0.233776764,0.158795878,0.135832834,0.286056266,0.292361646,0.340929095,0.259275332,0.208137429,0.199671007,0.283467097,0.087550077,0.422491195,0.599643249,0.874403712,0.228033907,1.124498503,2.472942361,11.03919561,6.673489692,4.54042504,0.084766087,4.618839122,13.25236926,40.09738565,54.01041949,71.14656024,47.25381615,50.22094294,55.17732514,52.32181807,62.69035373,65.7033575,69.96375003,71.91522197,70.50733342,55.27272235,73.66002942,63.03342421,84.51790499,65.80827458,84700000,196500000,904000000,560500000,365600000,6900000,405200000,1311400000,4355400000,6275700000,7692600000,5012400000,6133373000,6170200000,6703500000,8468900000,9714760000,10290000000,11043400000,10099200000,8947200000,10274000000,10614691000,14174000000,19972000000,0.003080818,0.006775185,0.030244372,0.018283533,0.012439521,0.000232236,0.012654354,0.036307861,0.109855851,0.147973752,0.194922083,0.12946251,0.137591624,0.151170754,0.143347447,0.171754394,0.180009199,0.191681507,0.197028005,0.193170776,0.151432116,0.2018083,0.172694313,0.231555904,0.180296643
Utah,24.21034637,12.85477322,2.014413546,4.408287371,12.37807437,23.09638736,20.53014255,40.58967887,26.11209858,33.31271021,14.95834272,22.68077021,24.4290149,53.43859718,38.63513514,58.95375823,38.1058264,33.20504905,48.47783185,47.62628662,52.19644546,112.2392377,156.8599101,136.9140558,60.40959222,223100000,132700000,20600000,42700000,121200000,251700000,254900000,555100000,413800000,439600000,182000000,292700000,323400000,750600000,571800000,932600000,658500000,583235315,895100000,988800000,1043600000,2615943000,4406627593,4382000000,2281000000,0.066329716,0.035218557,0.005518941,0.0120775,0.033912533,0.063277774,0.056246966,0.1112046,0.071539996,0.091267699,0.040981761,0.062139096,0.066928808,0.146407116,0.105849685,0.161517146,0.104399524,0.090972737,0.132815978,0.130482977,0.14300396,0.307504761,0.429753178,0.375107002,0.165505732,11.90441504,11.65357361,1.955741306,2.746146231,6.832451943,13.40636549,20.53014255,22.91624096,26.11209858,31.71376074,17.25962621,18.0159859,20.92404801,28.69138644,29.16216216,31.01298926,28.53452239,28.89324765,31.31480547,33.57152283,37.00665963,38.05319149,42.23757834,37.08739942,31.43629372,109700000,120300000,20000000,26600000,66900000,146100000,254900000,313400000,413800000,418500000,210000000,232500000,277000000,403000000,431600000,490600000,493100000,507500000,578200000,697000000,739900000,886900000,1186570093,1187000000,1187000000,0.032614836,0.031927599,0.005358195,0.007523688,0.018719046,0.036729768,0.056246966,0.062784222,0.071539996,0.086887016,0.047286647,0.049358865,0.057326159,0.078606538,0.079896335,0.084967094,0.078176774,0.079159583,0.085793988,0.091976775,0.101388109,0.104255319,0.115719393,0.101609313,0.086126832
Vermont,17.68195647,19.52026797,5.357183809,9.69935818,17.74360935,16.10190715,16.98131848,17.36896552,17.57643922,19.10494635,19.23172414,17.08336918,16.96757704,20.53093968,18.73719336,19.44908788,19.26574727,25.26722514,31.00025582,51.25775133,51.7898961,80.41144399,69.35278437,108.9084843,53.51503759,41400000,47100000,12800000,23600000,44500000,45800000,51800000,55200000,57800000,60000000,57300000,54400000,58110000,74430000,71150000,76120000,78040000,106600000,132800000,224200000,228060000,383860000,443360000,626000000,351000000,0.048443716,0.053480186,0.014677216,0.026573584,0.048612628,0.044114814,0.04652416,0.047586207,0.048154628,0.052342319,0.052689655,0.046803751,0.046486512,0.05624915,0.051334776,0.053285172,0.052782869,0.069225274,0.084932208,0.140432195,0.141890126,0.220305326,0.190007628,0.298379409,0.146616541,17.68195647,17.82105144,5.440889806,9.69935818,17.74360935,16.10190715,16.98131848,17.36896552,17.57643922,19.10494635,19.23172414,17.08336918,16.96757704,20.53093968,18.73982684,19.44653282,19.26821597,25.26722514,31.00025582,51.25775133,51.7898961,58.70919421,41.59665378,50.10486177,44.36716792,41400000,43000000,13000000,23600000,44500000,45800000,51800000,55200000,57800000,60000000,57300000,54400000,58110000,74430000,71160000,76110000,78050000,106600000,132800000,224200000,228060000,280260000,265920000,288000000,291000000,0.048443716,0.048824798,0.014906547,0.026573584,0.048612628,0.044114814,0.04652416,0.047586207,0.048154628,0.052342319,0.052689655,0.046803751,0.046486512,0.05624915,0.051341991,0.053278172,0.052789633,0.069225274,0.084932208,0.140432195,0.141890126,0.160847107,0.113963435,0.137273594,0.121553885
Virginia,39.71365131,20.90923646,18.36108182,10.04832266,18.09235489,27.32156668,58.50812117,30.85711242,28.07264608,16.85643334,10.55454853,26.92230897,21.84035422,28.1075624,24.03784242,22.896295,16.4117296,24.16312448,11.63543587,17.39173215,36.96430575,54.37502506,101.9595215,60.6685149,53.39484215,1227500000,715600000,605800000,333613077,614000000,1038900000,2441600000,1516107177,1327722904,736280665,427580665,1140138505,978400000,1319600000,1166000000,1144200000,858900000,1331600000,651900000,1021800000,2257000000,3385001731,7380193310,5276000000,4606000000,0.108804524,0.057285579,0.050304334,0.027529651,0.049568096,0.074853607,0.160296222,0.084540034,0.076911359,0.046182009,0.028916571,0.073759751,0.059836587,0.07700702,0.065857103,0.062729575,0.044963643,0.066200341,0.031877906,0.047648581,0.101272071,0.148972671,0.279341155,0.166215109,0.146287239,18.59019474,20.90923646,14.31788552,7.454623424,10.01856785,12.6837921,25.51343242,24.21582914,21.45848989,13.16635799,7.28681856,7.069789566,6.763723763,9.369897468,14.17325614,9.359025669,4.499897917,9.958488071,7.847984587,13.47867752,17.55190362,24.02140769,36.57174709,43.99502237,53.31369498,574600000,715600000,472400000,247500000,340000000,482300000,1064700000,1189800000,1014900000,575100000,295200000,299400000,303000000,439900000,687500000,467700000,235500000,548800000,439700000,791900000,1071700000,1495401731,2647193310,3826000000,4599000000,0.05093204,0.057285579,0.039227084,0.020423626,0.027448131,0.034750115,0.069899815,0.066344737,0.058790383,0.036072214,0.019963886,0.019369286,0.01853075,0.025670952,0.038830839,0.025641166,0.012328487,0.027283529,0.021501328,0.036927884,0.048087407,0.065812076,0.100196567,0.120534308,0.146064918
Washington,44.26209611,35.77585251,18.01191336,13.0279051,15.9209883,25.97659079,18.84368874,27.71126163,27.28778248,5.261301754,-11.31491261,-2.250608847,-5.972249493,10.32818658,17.88792835,32.92903845,38.62720819,51.69527897,60.42277973,41.6447225,35.58182326,49.46700661,76.07222536,71.51371127,65.1190366,1239284000,1061200000,553400000,404558000,499532000,869650000,703200000,1073800000,1092700000,210700000,-466100000,-91400000,-250000000,438000000,788000000,1504000000,1923000000,2739000000,3385000000,2617000000,2336400000,3364800000,5829300000,6158800000,5781500000,0.121266017,0.098016034,0.049347708,0.035692891,0.043619146,0.071168742,0.051626545,0.075921265,0.074761048,0.014414525,-0.030999761,-0.006166052,-0.016362327,0.028296402,0.049008023,0.090216544,0.105827968,0.141630901,0.165541862,0.11409513,0.097484447,0.135526046,0.208417056,0.195927976,0.178408319,26.9281526,15.57861049,3.775536592,0,0,0,0.112547629,7.569112531,7.571754049,0.534370468,2.306193301,0.014774238,3.105569736,6.366690355,9.411592761,11.23177974,11.04782345,30.91524898,24.43686424,25.74748223,25.62945145,-0.019111718,4.367826982,31.94127378,19.91922792,753955000,462100000,116000000,0,0,0,4200000,293300000,303200000,21400000,95000000,600000,130000000,270000000,414600000,513000000,550000000,1638000000,1369000000,1618000000,1682900000,-1300000,334700000,2750800000,1768500000,0.073775761,0.042681125,0.010343936,0,0,0,0.000308,0.020737295,0.020744532,0.001464029,0.006318338,0.0000405,0.00850841,0.017442987,0.025785186,0.030771999,0.0303,0.084699312,0.066950313,0.070541047,0.070217675,-0.0000524,0.011966649,0.087510339,0.054573227
West Virginia,30.56418612,32.43036057,32.84844504,31.58869263,41.60891171,47.10195285,84.84321047,93.39755195,109.9274687,87.42613808,109.9845245,140.5111618,128.8987247,121.9259138,118.6857177,111.1026998,100.5572989,90.27038798,93.78148778,100.7325789,104.2516184,127.9808578,227.2048772,247.5146147,121.5003039,221000000,240500000,253500000,253800000,344100000,440100000,828000000,947000000,1131500000,953400000,1107916000,1452000000,1462100000,1426600000,1368300000,1288700000,1150100000,1050500000,1087300000,1270500000,1310400000,1674200000,2950800000,3828000000,2191000000,0.083737496,0.088850303,0.08999574,0.086544363,0.113997018,0.129046446,0.232447152,0.255883704,0.301171147,0.239523666,0.301327464,0.384962087,0.353147191,0.334043599,0.32516635,0.304390958,0.275499449,0.247316131,0.256935583,0.275979668,0.285620872,0.350632487,0.622479116,0.678122232,0.332877545,10.12352228,10.66628491,7.256461233,7.19395758,6.481364916,8.48712761,36.7961315,50.78183685,56.4550173,43.3371018,55.19497474,63.7816162,75.05941742,78.15873276,82.91432985,74.9277228,68.08448714,56.06130521,61.2042157,59.67840386,68.10087404,76.06842171,73.67142013,60.97342781,68.48602249,73200000,79100000,56000000,57800000,53600000,79300000,359100000,514900000,581100000,472600000,556000000,659100000,851400000,914500000,955900000,869100000,778700000,652400000,709600000,752700000,856000000,995100000,956800000,943000000,1235000000,0.027735677,0.029222698,0.019880716,0.019709473,0.017757164,0.023252404,0.100811319,0.13912832,0.15467128,0.118731786,0.151219109,0.174744154,0.20564224,0.214133514,0.227162548,0.205281432,0.186532841,0.153592617,0.167682783,0.163502476,0.186577737,0.208406635,0.201839507,0.167050487,0.187632938
Wisconsin,27.06450468,6.83693366,1.744100328,-9.31799678,3.560645401,0.12618363,1.449944692,4.976994216,3.597109271,2.666407727,2.125562442,3.20749014,15.72703803,33.55130504,19.81456999,9.791563195,14.0971806,18.39824903,19.35018788,35.27217871,38.26486864,80.6269215,113.6401967,158.260604,90.12901237,835700000,207500000,53800000,-282200000,105200000,4100000,49200000,178700000,133300000,93100000,74680000,119200000,592500000,1317500000,796600000,415900000,612200000,861900000,908600000,1736000000,1934200000,4311000000,6032800000,8873000000,5608000000,0.074149328,0.018731325,0.004778357,-0.025528758,0.009755193,0.000345709,0.003972451,0.013635601,0.009855094,0.007305227,0.005823459,0.008787644,0.043087775,0.091921384,0.054286493,0.026826201,0.038622413,0.050406162,0.053014213,0.096636106,0.104835257,0.220895675,0.311343005,0.433590696,0.246928801,0,0,0,0,0,0,0,1.570802875,0.035080586,0.042960382,0.048385862,0.446680674,3.328557923,7.11262201,6.95723729,6.599122779,6.475215918,6.038826605,6.817075875,13.18846267,15.07092179,32.35363292,32.65968921,32.10516028,28.92871296,0,0,0,0,0,0,0,56400000,1300000,1500000,1700000,16600000,125400000,279300000,279700000,280300000,281200000,282900000,320100000,649100000,761800000,1729900000,1733800000,1800000000,1800000000,0,0,0,0,0,0,0,0.00430357,0.0000961,0.0001177,0.000132564,0.001223783,0.009119337,0.019486636,0.019060924,0.018079788,0.017740318,0.01654473,0.01867692,0.036132774,0.041290197,0.08864009,0.089478601,0.087959343,0.079256748
Wyoming,151.1438224,35.38291095,37.80916771,116.0479574,207.0750552,126.7244034,134.0096618,60.06582556,61.60507446,84.05428571,83.01142857,173.721519,176.7246835,189.2365772,189.1382205,314.6941204,400.4937898,366.9084967,366.9084967,353.7830363,353.7830363,349.6241089,349.6241089,255.0508293,254.9144385,214500000,70000000,74800000,250600000,257000000,451000000,456000000,300000000,306000000,403000000,398000000,752000000,765000000,927000000,926000000,1811000000,1811000000,1538000000,1538000000,1577000000,1577000000,1478000000,1478000000,1306000000,1306000000,0.414092664,0.096939482,0.103586761,0.317939609,0.567328918,0.347190146,0.367149758,0.164563906,0.168781026,0.230285714,0.227428571,0.475949367,0.484177215,0.518456376,0.518186905,0.862175672,1.09724326,1.005228758,1.005228758,0.969268593,0.969268593,0.957874271,0.957874271,0.698769395,0.698395722,27.26930502,32.75446614,32.85556017,114.3808678,199.01766,125.3194765,131.0708535,59.06472847,59.59183673,83.01142857,83.01142857,173.721519,176.7246835,189.2365772,189.1382205,314.6941204,400.4937898,366.9084967,366.9084967,353.7830363,353.7830363,349.6241089,349.6241089,255.0508293,254.9144385,38700000,64800000,65000000,247000000,247000000,446000000,446000000,295000000,296000000,398000000,398000000,752000000,765000000,927000000,926000000,1811000000,1811000000,1538000000,1538000000,1577000000,1577000000,1478000000,1478000000,1306000000,1306000000,0.074710425,0.089738263,0.090015233,0.313372241,0.545253863,0.343341032,0.359098229,0.161821174,0.163265306,0.227428571,0.227428571,0.475949367,0.484177215,0.518456376,0.518186905,0.862175672,1.09724326,1.005228758,1.005228758,0.969268593,0.969268593,0.957874271,0.957874271,0.698769395,0.698395722
50-state median,31.99779854,26.09134999,10.53867534,9.695172174,19.15027301,32.91085637,43.07582829,41.34634485,30.26650338,16.72719635,16.38229137,23.24467407,28.86249396,36.34214531,26.61885276,33.59561333,35.54946503,30.35225114,42.79473118,51.07733295,46.39781056,99.00222906,144.2036881,127.2939226,87.85886358,48237394000,38831885000,18657200000,16948298077,28717582050,49976755555,69532366113,69246089207,60072133735,31636862046,32117180559,46253046876,55840236818,74466071613,74067990417,82613897613,81627950702,79432781452,99000000000,122000000000,111000000000,241000000000,399000000000,428000000000,304000000000,0.087665201,0.071483151,0.028873083,0.026562116,0.052466501,0.09016673,0.118015968,0.113277657,0.082921927,0.045827935,0.04488299,0.063684039,0.079075326,0.099567521,0.072928364,0.092042776,0.097395795,0.083156852,0.117245839,0.139937898,0.127117289,0.271238984,0.395078597,0.348750473,0.240709215,15.06449641,16.84208388,6.043186891,2.635352948,6.731316218,8.978340307,16.61944708,17.29704922,17.64593374,9.958158561,5.97985767,6.427865605,9.074375235,12.98695968,16.51483808,17.95183618,19.48979727,20.48996512,23.89922942,28.94326366,30.80491805,37.55296841,41.91711606,44.86109082,48.11024356,28088761000,22003300000,10918300000,8402000000,12340990000,25022600000,31900300000,31136900000,33222952001,29309568000,27291480314,29044600000,36948411290,41847602562,48104492000,48161449000,51992348490,55700000000,68100000000,78800000000,76969726097,122000000000,164000000000,177000000000,156000000000,0.041272593,0.046142696,0.016556676,0.007220145,0.018441962,0.024598193,0.045532732,0.047389176,0.048345024,0.027282626,0.016383172,0.017610591,0.024861302,0.035580711,0.045246132,0.049183113,0.053396705,0.056136891,0.065477341,0.079296613,0.084397036,0.102884845,0.114841414,0.122907098,0.131808886
Northeast,,,,,,,,,,,,,,,,,,,,,,,,,65.91644205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.38130464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midwest,,,,,,,,,,,,,,,,,,,,,,,,,85.95177503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.15383493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South,,,,,,,,,,,,,,,,,,,,,,,,,102.36634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.80877067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West,,,,,,,,,,,,,,,,,,,,,,,,,101.7920473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6585224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
