The Pew Charitable Trusts
Read more about our sources and methodology: https://www.pewtrusts.org/en/research-and-analysis/data-visualizations/2014/fiscal-50/reserves-and-balances
Reserves and Balances: Reserves and Balances Data 

State/Region,Total balances: days 2000,Total balances: days 2001,Total balances: days 2002,Total balances: days 2003,Total balances: days 2004,Total balances: days 2005,Total balances: days 2006,Total balances: days 2007,Total balances: days 2008,Total balances: days 2009,Total balances: days 2010,Total balances: days 2011,Total balances: days 2012,Total balances: days 2013,Total balances: days 2014,Total balances: days 2015,Total balances: days 2016,Total balances: days 2017,Total balances: days 2018,Total balances: days 2019,Total balances: days 2020,Total balances: days 2021,Total balances: days 2022,Total balances: days 2023,Total balances: days 2024,Total balances: balances 2000,Total balances: balances 2001,Total balances: balances 2002,Total balances: balances 2003,Total balances: balances 2004,Total balances: balances 2005,Total balances: balances 2006,Total balances: balances 2007,Total balances: balances 2008,Total balances: balances 2009,Total balances: balances 2010,Total balances: balances 2011,Total balances: balances 2012,Total balances: balances 2013,Total balances: balances 2014,Total balances: balances 2015,Total balances: balances 2016,Total balances: balances 2017,Total balances: balances 2018,Total balances: balances 2019,Total balances: balances 2020,Total balances: balances 2021,Total balances: balances 2022,Total balances: balances 2023,Total balances: balances 2024,Total balances: % of state spending 2000,Total balances: % of state spending 2001,Total balances: % of state spending 2002,Total balances: % of state spending 2003,Total balances: % of state spending 2004,Total balances: % of state spending 2005,Total balances: % of state spending 2006,Total balances: % of state spending 2007,Total balances: % of state spending 2008,Total balances: % of state spending 2009,Total balances: % of state spending 2010,Total balances: % of state spending 2011,Total balances: % of state spending 2012,Total balances: % of state spending 2013,Total balances: % of state spending 2014,Total balances: % of state spending 2015,Total balances: % of state spending 2016,Total balances: % of state spending 2017,Total balances: % of state spending 2018,Total balances: % of state spending 2019,Total balances: % of state spending 2020,Total balances: % of state spending 2021,Total balances: % of state spending 2022,Total balances: % of state spending 2023,Total balances: % of state spending 2024,Rainy day funds: days 2000,Rainy day funds: days 2001,Rainy day funds: days 2002,Rainy day funds: days 2003,Rainy day funds: days 2004,Rainy day funds: days 2005,Rainy day funds: days 2006,Rainy day funds: days 2007,Rainy day funds: days 2008,Rainy day funds: days 2009,Rainy day funds: days 2010,Rainy day funds: days 2011,Rainy day funds: days 2012,Rainy day funds: days 2013,Rainy day funds: days 2014,Rainy day funds: days 2015,Rainy day funds: days 2016,Rainy day funds: days 2017,Rainy day funds: days 2018,Rainy day funds: days 2019,Rainy day funds: days 2020,Rainy day funds: days 2021,Rainy day funds: days 2022,Rainy day funds: days 2023,Rainy day funds: days 2024,Rainy day funds: balances 2000,Rainy day funds: balances 2001,Rainy day funds: balances 2002,Rainy day funds: balances 2003,Rainy day funds: balances 2004,Rainy day funds: balances 2005,Rainy day funds: balances 2006,Rainy day funds: balances 2007,Rainy day funds: balances 2008,Rainy day funds: balances 2009,Rainy day funds: balances 2010,Rainy day funds: balances 2011,Rainy day funds: balances 2012,Rainy day funds: balances 2013,Rainy day funds: balances 2014,Rainy day funds: balances 2015,Rainy day funds: balances 2016,Rainy day funds: balances 2017,Rainy day funds: balances 2018,Rainy day funds: balances 2019,Rainy day funds: balances 2020,Rainy day funds: balances 2021,Rainy day funds: balances 2022,Rainy day funds: balances 2023,Rainy day funds: balances 2024,Rainy day funds: % of state spending 2000,Rainy day funds: % of state spending 2001,Rainy day funds: % of state spending 2002,Rainy day funds: % of state spending 2003,Rainy day funds: % of state spending 2004,Rainy day funds: % of state spending 2005,Rainy day funds: % of state spending 2006,Rainy day funds: % of state spending 2007,Rainy day funds: % of state spending 2008,Rainy day funds: % of state spending 2009,Rainy day funds: % of state spending 2010,Rainy day funds: % of state spending 2011,Rainy day funds: % of state spending 2012,Rainy day funds: % of state spending 2013,Rainy day funds: % of state spending 2014,Rainy day funds: % of state spending 2015,Rainy day funds: % of state spending 2016,Rainy day funds: % of state spending 2017,Rainy day funds: % of state spending 2018,Rainy day funds: % of state spending 2019,Rainy day funds: % of state spending 2020,Rainy day funds: % of state spending 2021,Rainy day funds: % of state spending 2022,Rainy day funds: % of state spending 2023,Rainy day funds: % of state spending 2024
Hawaii,31.68806623,40.17104559,18.35931731,11.24050766,22.67765539,47.1448884,61.29747174,37.63956514,27.29905678,1.602545022,3.017900699,9.255942198,19.83515686,55.93183543,43.50916335,52.26237253,59.86101828,58.76102116,52.66469329,52.1259258,48.22751883,65.42303387,121.5557969,109.5938482,85.58871479,277900000,370300000,183900000,117200000,238600000,540500000,785800000,554900000,404400000,23600000,40000000,126000000,299500000,868200000,748000000,918300000,1128700000,1205100000,1126000000,1130310000,1061600000,1569400000,2944789198,3153000000,2589000000,0.08681662,0.110057659,0.050299499,0.030795911,0.062130563,0.129164078,0.167938279,0.103122096,0.074791936,0.004390534,0.008268221,0.025358746,0.054342896,0.153237905,0.119203187,0.143184582,0.16400279,0.160989099,0.144286831,0.142810756,0.132130189,0.179241189,0.333029581,0.300257118,0.23448963,0.661355826,2.299827617,4.991657777,0,5.13241153,4.718850069,4.173345301,4.171622375,4.995376364,4.101428784,4.7531936,0.734598587,1.602707165,1.559030658,4.839521912,5.133470546,5.35126849,15.17907716,17.57204731,17.44125518,2.675773228,13.31888577,13.44894712,33.85487096,50.01766144,5800000,21200000,50000000,0,54000000,54100000,53500000,61500000,74000000,60400000,63000000,10000000,24200000,24200000,83200000,90200000,100900000,311300000,375700000,378200000,58900000,319500000,325811810,974000000,1513000000,0.001811934,0.006300898,0.013675775,0,0.014061401,0.012928356,0.011433823,0.011429102,0.013685963,0.011236791,0.013022448,0.002012599,0.004390979,0.004271317,0.013258964,0.014064303,0.01466101,0.041586513,0.048142595,0.047784261,0.007330886,0.036490098,0.03684643,0.092753071,0.137034689
Idaho,47.42741552,47.50628896,10.03081586,2.976110101,18.36940111,39.84836998,67.61148938,53.30442038,49.65870857,15.81218531,4.484959706,11.91885383,23.23737593,35.86924275,37.01186624,47.61247914,50.62938099,57.50789466,69.59451272,55.69686647,61.96526836,147.6018809,183.078316,121.0560768,105.7857143,218400000,238000000,54400000,15700000,100000000,230400000,410800000,376300000,380100000,128200000,30800000,80000000,161000000,265000000,282000000,383000000,421500000,513900000,660900000,564400000,663300000,1677000000,2216000000,1520000000,1481000000,0.129938125,0.130154216,0.027481687,0.008153726,0.050327126,0.109173616,0.185236957,0.146039508,0.136051256,0.043321056,0.012287561,0.032654394,0.063664044,0.098271898,0.101402373,0.130445148,0.138710633,0.157555876,0.190669898,0.152594155,0.169767859,0.404388715,0.501584427,0.331660484,0.289823875,7.817705854,10.61905283,9.772669866,0,0,2.767247915,17.87392343,17.22513292,18.36888825,15.81218531,4.484959706,1.638842402,8.80422318,25.04079211,31.23696512,42.01832363,44.56346464,46.21669681,44.43771277,45.6903777,44.56118349,69.31215336,72.90912177,87.92494,83.35714286,36000000,53200000,53000000,0,0,16000000,108600000,121600000,140600000,128200000,30800000,11000000,61000000,185000000,238000000,338000000,371000000,413000000,422000000,463000000,477000000,787500000,882500000,1104000000,1167000000,0.021418372,0.029093295,0.026774438,0,0,0.007581501,0.048969653,0.047192145,0.050325721,0.043321056,0.012287561,0.004489979,0.024121159,0.06860491,0.085580726,0.115118695,0.122091684,0.126621087,0.121747158,0.125179117,0.122085434,0.189896311,0.199751019,0.240890247,0.228375734
Illinois,23.98219948,20.12521993,7.733853447,9.047809365,7.129392699,12.71840065,13.06534948,13.08100722,5.60545796,7.57323581,6.570435128,5.867523565,0.498599822,1.85560544,4.054782553,10.6392582,12.86801845,16.10256038,1.289545031,4.651442242,4.659463873,8.223827586,15.57208475,27.91470606,28.0513492,1516700000,1350700000,481800000,542700000,458000000,773000000,866000000,918000000,417000000,556000000,453000000,469000000,40000000,154000000,349700000,896700000,967400000,1368100000,125100000,466100000,535149000,980100000,2062000000,3852000000,4050000000,0.065704656,0.055137589,0.02118864,0.024788519,0.019532583,0.034844933,0.035795478,0.035838376,0.015357419,0.020748591,0.018001192,0.016075407,0.001366027,0.005083851,0.011108993,0.029148653,0.035254845,0.044116604,0.003533,0.012743677,0.012765654,0.022531034,0.042663246,0.076478647,0.076853011,0,3.352465006,3.627751928,3.762835036,4.296315251,4.54111071,4.164014384,3.932851845,3.710087283,3.75937605,0,0,0,0,3.196750214,3.271153659,3.677906867,0.116523169,0.039170832,0.035926179,0.036124735,0.034402299,5.679053215,14.05880835,14.85682569,0,225000000,226000000,225700000,276000000,276000000,276000000,276000000,276000000,276000000,0,0,0,0,275700000,275700000,276500000,9900000,3800000,3600000,4149000,4100000,752000000,1940000000,2145000000,0,0.009184836,0.009939046,0.010309137,0.011770727,0.012441399,0.011408259,0.010774937,0.010164623,0.01029966,0,0,0,0,0.00876,0.00896,0.0101,0.000319242,0.000107317,0.0000984,0.000099,0.0000943,0.01555905,0.038517283,0.040703632
Indiana,55.86485492,21.36281065,10.09088762,25.49607621,7.868869955,13.46513047,22.55506479,38.3189349,40.51700707,37.26984346,23.54591837,33.04705161,57.27376653,49.78006359,50.29440665,52.32964399,54.65077883,41.97022931,41.41480418,50.89691456,31.3458035,80.74448887,121.3984208,49.41881449,37.74674157,1372500000,544500000,269200000,720100000,242400000,435300000,738700000,1285700000,1413100000,1329400000,830700000,1181500000,2155000000,1943100000,2005300000,2141200000,2244500000,1777100000,1785500000,2270100000,1418900000,3922700000,6124700000,2926000000,2301000000,0.153054397,0.058528248,0.027646267,0.069852264,0.021558548,0.036890768,0.061794698,0.104983383,0.111005499,0.10210916,0.064509365,0.090539867,0.156914429,0.136383736,0.137792895,0.143368888,0.149728161,0.11498693,0.113465217,0.139443602,0.085878914,0.221217778,0.332598413,0.135394012,0.10341573,21.97554475,20.63306174,10.08339067,9.860654386,7.862377488,9.790291279,10.01802729,10.25851862,10.40809112,10.23841344,0,1.599908042,9.344527291,13.19628982,24.30072837,30.65189589,35.74640606,34.8212853,32.91612916,32.18695676,19.3765623,26.78995393,32.04282448,35.38360094,29.92179775,539900000,525900000,269000000,278500000,242200000,316500000,328100000,344200000,363000000,365200000,0,57200000,351600000,515100000,968900000,1254200000,1468100000,1474400000,1419100000,1435600000,877100000,1301500000,1616600000,2095000000,1824000000,0.060206972,0.056528936,0.027625728,0.027015491,0.02154076,0.026822716,0.02744665,0.02810553,0.028515318,0.028050448,0,0.00438331,0.025601445,0.036154219,0.066577338,0.083977797,0.097935359,0.095400782,0.090181176,0.088183443,0.053086472,0.073397134,0.08778856,0.096941372,0.081977528
Iowa,47.46708938,30.31628574,20.24200048,-3.689472523,26.58276885,31.06754144,39.33901006,41.43675599,39.71730639,31.92366026,48.85772527,67.94747773,78.38102058,87.58042133,77.76160631,57.33999887,38.95724915,30.43929624,37.77534747,50.74360678,50.54004117,95.32936777,123.3247772,121.4740623,118.3656331,619400000,405200000,254600000,-45800000,329000000,391800000,541100000,611300000,640700000,519000000,709200000,994900000,1289400000,1538800000,1376700000,1108500000,773200000,605300000,747600000,1046500000,1082900000,2039500000,2744500000,2733000000,2761000000,0.13004682,0.083058317,0.055457536,-0.010108144,0.072829504,0.085116552,0.10777811,0.113525359,0.108814538,0.087462083,0.133856782,0.186157473,0.214742522,0.23994636,0.213045497,0.157095887,0.106732189,0.083395332,0.103494103,0.13902358,0.138465866,0.26117635,0.337876102,0.33280565,0.324289406,34.01016188,30.31628574,13.19784792,0,13.17018639,17.88881406,28.48461309,36.27156573,36.72316576,31.92366026,29.06524857,30.07063468,36.55227833,34.78060532,37.83867224,36.09549049,36.73529534,30.43929624,31.34302841,36.71577549,36.28204636,37.44464649,37.3097331,40.09132976,41.24148461,443800000,405200000,166000000,0,163000000,225600000,391800000,535100000,592400000,519000000,421900000,440300000,601300000,611100000,669900000,697800000,729100000,605300000,620300000,757200000,777400000,801100000,830300000,902000000,962000000,0.093178526,0.083058317,0.036158487,0,0.036082702,0.049010449,0.078040036,0.099374153,0.100611413,0.087462083,0.079630818,0.082385301,0.100143228,0.09528933,0.103667595,0.098891755,0.100644645,0.083395332,0.085871311,0.100591166,0.099402867,0.102588073,0.102218447,0.10983926,0.112990369
Kansas,31.58943127,30.13375926,0.988894113,10.82429003,27.69315418,37.25410972,52.10125893,60.85828415,31.50037694,2.991359267,-1.877657555,12.12887799,30.10691855,42.20096825,23.16404814,4.184303351,2.216653112,6.315462439,41.81325292,57.35432545,27.98697242,109.3171936,124.8657255,168.1752034,165.2691104,378000000,365700000,12100000,122700000,327500000,478700000,733600000,935000000,526600000,49700000,-27100000,188300000,503000000,709300000,379700000,71500000,37137138.21,108600000,761700000,1105100000,576800000,2176700000,2803800000,4021000000,4484000000,0.086546387,0.082558245,0.002709299,0.029655589,0.075871655,0.102066054,0.142743175,0.166735025,0.086302403,0.008195505,-0.005144267,0.033229803,0.082484708,0.115619091,0.063463146,0.011463845,0.006073022,0.017302637,0.114556857,0.157135138,0.076676637,0.299499161,0.342097878,0.460753982,0.452792083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.973878365,4.113142904,43.16280091,67.33700011,62.14177522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81900000,81900000,969200000,1610000000,1686000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010887338,0.011268885,0.118254249,0.184484932,0.170251439
Kentucky,25.29907156,12.44229813,1.211237573,8.521479913,15.02796934,23.59243479,34.63209929,33.6810598,11.6068594,1.857384657,3.454926228,12.03502065,8.189511727,9.363100111,5.828010949,10.75705337,18.27068981,8.694852747,3.95682715,8.112481349,20.59639818,103.9882561,80.78493022,100.44691,143.6852282,453900000,240000000,23500000,167600000,300300000,497600000,800400000,810800000,300500000,46600000,80000000,289800000,211700000,244400000,157500000,297896700,516600000,266053400,122820364,259186000,655794961,3278650000,2911858942,3981000000,5599000000,0.069312525,0.034088488,0.003318459,0.02334652,0.041172519,0.064636808,0.094882464,0.092276876,0.031799615,0.005088725,0.009465551,0.032972659,0.022437018,0.025652329,0.015967153,0.029471379,0.050056684,0.023821514,0.010840622,0.022225976,0.056428488,0.284899332,0.221328576,0.275197014,0.393658159,15.52835721,12.43192955,0,0.259305176,2.542193948,1.365478541,5.148950295,9.616632144,8.296683528,0.282992083,0,0,4.707905419,4.662394777,2.852950122,2.784081915,8.336046433,4.918468768,3.021251288,4.040809851,9.522531127,55.90560127,28.67353425,93.71007881,95.3111158,278600000,239800000,0,5100000,50800000,28800000,119000000,231500000,214800000,7100000,0,0,121700000,121700000,77100000,77100000,235700000,150500000,93779983,129100000,303200000,1762650000,1033525521,3714000000,3714000000,0.042543444,0.034060081,0,0.000710425,0.006964915,0.003741037,0.014106713,0.026346937,0.02273064,0.000775321,0,0,0.012898371,0.012773684,0.007816302,0.007627622,0.022838483,0.013475257,0.008277401,0.011070712,0.026089126,0.153166031,0.078557628,0.256739942,0.261126345
Louisiana,-1.381790649,15.6803019,15.98429263,1.30170463,15.29021951,36.57349578,71.13456286,68.28228669,62.19239873,36.17121836,22.53216165,29.69435878,5.018636357,26.38719955,26.49437318,14.99534758,1.892870161,16.33439365,23.90669535,34.29546007,30.18580012,43.89019858,41.51015624,33.1980815,40.07935865,-22000000,269800000,284100000,23026999.52,283200000,714095000,1508462000,1770700000,1641300000,929719231,536000000,633100000,113219020,605000000,623017000,352822000,45139171,409412000,629122307,939792103,838671933,1245148580,1447741076,1299000000,1356000000,-0.003785728,0.042959731,0.043792583,0.003566314,0.041891012,0.100201358,0.194889213,0.187074758,0.170390134,0.099099228,0.06173195,0.081354408,0.013749689,0.072293697,0.072587324,0.041083144,0.005185946,0.044751763,0.065497795,0.093960165,0.082700822,0.120247119,0.113726455,0.090953648,0.109806462,3.705711287,11.43185835,14.96593396,0,12.92001953,23.64668987,32.12335758,26.32649072,29.38915765,33.21364998,27.06802032,30.33693138,19.63233777,19.35941871,18.90298555,19.97129948,15.05359147,11.44223852,12.200696,14.78983536,20.45220045,19.2434526,20.67911179,24.89217196,28.81812292,59000000,196700000,266000000,0,239300000,461700000,681200000,682700000,775600000,853700000,643900000,646800000,442900000,443868562,444505000,469900000,358982171,286793000,321070307,405283103,568236933,545929580,721221076,974000000,975000000,0.010152634,0.03132016,0.041002559,0,0.035397314,0.064785452,0.088009199,0.072127372,0.08051824,0.090996301,0.07415896,0.08311488,0.053787227,0.053039503,0.051789002,0.054715889,0.041242716,0.031348599,0.033426564,0.040520097,0.056033426,0.052721788,0.056655101,0.068197731,0.078953761
Maine,70.03538906,25.18335791,4.880325888,4.164100742,6.615271104,10.57876024,11.99763223,18.28379183,15.31476688,6.313121272,0.076863681,2.414021164,10.15637978,7.982154445,12.2516672,16.61554257,21.17926935,28.99405278,37.63507554,44.67473897,42.38338544,61.16292207,84.29004542,87.98740724,92.22266088,444600000,182500000,34300000,28900000,47900000,80700000,94400000,151500000,131300000,52200000,600000,19000000,87100000,67400000,105700000,144100000,193300000,265800000,362400000,447800000,456800000,652600000,940700000,1072000000,1280000000,0.191877778,0.068995501,0.013370756,0.011408495,0.01812403,0.028982905,0.032870225,0.05009258,0.041958265,0.017296223,0.000210585,0.006613757,0.027825698,0.021868916,0.033566211,0.045522034,0.058025395,0.079435761,0.103109796,0.122396545,0.116118864,0.16756965,0.230931631,0.24106139,0.252664824,22.63626947,19.82930702,2.845671072,0,4.557493662,6.161111909,10.15477558,13.93912842,15.20979133,0,0.025621227,0,5.223947352,7.070246593,10.80279454,13.66371821,13.40002401,22.76545829,29.88789939,30.78745968,25.30199039,46.60790859,81.27936664,74.44456937,69.74338729,143700000,143700000,20000000,0,33000000,47000000,79900000,115500000,130400000,0,200000,0,44800000,59700000,93200000,118500000,122300000,208700000,287800000,308600000,272700000,497300000,907100000,907000000,968000000,0.062017177,0.054326869,0.007796359,0,0.012486284,0.0169,0.027821303,0.038189393,0.041670661,0,0.0000702,0,0.014312185,0.019370539,0.029596697,0.037434844,0.036712395,0.062371119,0.081884656,0.084349205,0.069320522,0.1276929,0.222683196,0.203957724,0.191077773
Maryland,61.41321215,50.87878788,28.5744953,21.6216595,33.8033521,54.95188125,62.71412227,44.21128937,29.62316939,19.87147679,25.97396601,44.51476931,29.88066226,29.17355486,21.23842245,24.96301877,26.69041252,23.03311971,30.53923491,37.7122448,35.14474277,74.6897487,123.299633,72.31624482,40.41715074,1518000000,1426000000,857000000,612900000,949300000,1695800000,2120512139,1716900000,1171852001,779000000,955600000,1614515071,1222680798,1207297613,911157417,1093900000,1216900000,1091000000,1446380000,1850700000,1880600000,3870300000,7161040000,5542000000,3050000000,0.168255376,0.139393939,0.078286288,0.059237423,0.092611924,0.150553099,0.171819513,0.12112682,0.081159368,0.054442402,0.071161551,0.121958272,0.081864828,0.079927548,0.058187459,0.068391832,0.073124418,0.063104438,0.083669137,0.103321219,0.096286966,0.204629448,0.337807214,0.198126698,0.11073192,23.54577699,31.68328446,18.2716726,17.29309428,17.68328732,16.89580781,22.44150133,36.88007958,17.30980064,17.64709582,16.62377314,17.2157092,16.41124165,17.03586253,17.79896545,17.65142611,18.25712826,17.57568484,18.09069295,17.86069193,21.99956992,12.18101165,28.62167785,38.5982411,33.28783038,582000000,888000000,548000000,490200000,496600000,521400000,758800000,1432200000,684752001.2,691800000,611600000,624400000,671528290,705000000,763600000,773500000,832400000,832500000,856800000,876500000,1177200000,631200000,1662300000,2958000000,2512000000,0.064508978,0.086803519,0.050059377,0.047378341,0.048447363,0.046289884,0.061483565,0.101041314,0.047424111,0.048348208,0.045544584,0.047166327,0.044962306,0.046673596,0.048764289,0.048360072,0.050019529,0.048152561,0.049563542,0.048933403,0.060272794,0.033372635,0.078415556,0.105748606,0.091199535
Massachusetts,33.37395465,49.6370986,22.21828222,12.23872615,30.23734807,47.57484763,57.47166802,58.29015658,33.32459627,16.59795936,15.06733776,30.4587301,29.65953875,26.65480268,19.29434803,20.02051621,18.14501115,17.41411755,27.65242799,43.74065095,45.86016253,143.6649832,165.2337199,116.8106614,99.47481553,1905291000,3011000000,1387900000,752400000,1892800000,2487200000,3208100000,3634000000,2225800000,1016600000,903000000,1900800000,1989700000,1874300000,1455000000,1570700000,1482000000,1447700000,2386700000,3959200000,4295200000,12099150000,18200200000,15339000000,13186000000,0.091435492,0.135992051,0.060872006,0.033530757,0.08284205,0.130342048,0.157456625,0.159699059,0.091300264,0.045473861,0.041280377,0.083448576,0.08125901,0.073026857,0.052861227,0.054850729,0.049712359,0.047709911,0.075760077,0.1198374,0.125644281,0.393602694,0.452695123,0.320029209,0.272533741,28.17286208,37.82046881,14.11955106,10.43154583,18.16828823,33.06061702,38.60048099,37.45391184,31.72858496,13.73584813,11.17619361,22.09892397,24.62709151,22.1395704,16.54937893,15.96338861,15.81260587,15.64588153,23.18716393,37.83226033,37.38256683,54.93374974,62.98331513,61.19632798,67.56381374,1608365000,2294200000,882000000,641300000,1137300000,1728400000,2154700000,2335000000,2119200000,841300000,669800000,1379100000,1652100000,1556800000,1248000000,1252400000,1291500000,1300700000,2001300000,3424400000,3501200000,4626400000,6937500000,8036000000,8956000000,0.077185924,0.103617723,0.038683702,0.028579578,0.049776132,0.090577033,0.105754742,0.102613457,0.08692763,0.037632461,0.030619709,0.060544997,0.067471484,0.060656357,0.045340764,0.043735311,0.043322208,0.042865429,0.063526477,0.103650028,0.102417991,0.150503424,0.172557028,0.167661173,0.185106339
Michigan,56.26702172,38.39160228,10.38743083,7.270749857,3.41612671,9.39069676,0.185987261,10.61008725,16.98953939,7.744098586,8.97199294,24.69433829,59.50177655,69.78026075,28.14820176,47.31018745,45.86103281,49.58126899,64.96032691,72.24147847,138.1093288,209.891349,289.1153617,123.6353129,71.89429135,1476200000,1022300000,259700000,174000000,81900000,222400000,4600000,261200000,460100000,179400000,189400000,555900000,1344300000,1692200000,692600000,1192800000,1216800000,1332500000,1794400000,2064800000,3363700000,5745100000,9052400000,5715000000,3095000000,0.154156224,0.105182472,0.028458715,0.019919863,0.009359251,0.025727936,0.000509554,0.029068732,0.046546683,0.021216708,0.024580803,0.067655721,0.163018566,0.191178797,0.077118361,0.129616952,0.125646665,0.135839093,0.177973498,0.197921859,0.378381723,0.575044792,0.792096881,0.338726885,0.196970661,48.19402673,37.33633081,5.799682209,0,3.41612671,0.080226276,0.084907228,0.085303152,0.081236659,0.094966649,0.104215335,0.097728988,16.16015668,20.84913121,15.6956909,19.75620755,23.08127588,26.41853732,36.42252837,40.18624669,34.04591831,50.50091585,50.74625494,38.50758653,46.20282569,1264400000,994200000,145000000,0,81900000,1900000,2100000,2100000,2200000,2200000,2200000,2200000,365100000,505600000,386200000,498100000,612400000,710000000,1006100000,1148600000,829200000,1382300000,1588900000,1780000000,1989000000,0.132038429,0.102291317,0.01588954,0,0.009359251,0.000219798,0.000232623,0.000233707,0.000222566,0.000260183,0.000285521,0.000267751,0.044274402,0.057120907,0.043001893,0.054126596,0.063236372,0.072379554,0.099787749,0.110099306,0.093276489,0.138358674,0.139030835,0.105500237,0.126583084
Minnesota,67.59765778,45.23313941,32.34771325,9.690986167,34.04505246,68.65575486,42.57938014,51.38133967,41.21140841,9.674078072,10.97220893,30.88100843,39.51622145,33.34649661,35.57686014,37.82620331,56.19227366,57.65310283,53.62136786,62.87564663,51.3294624,106.7363036,191.7525445,221.2803289,81.7745377,2125400000,1574200000,1130300000,368900000,1268500000,2732800000,1813100000,2244900000,1920000000,446900000,439700000,1297400000,1795000000,1712000000,1885866000,2103017000,3102423000,3333262000,3282980000,3971359000,3343865000,6914924000,12969000000,16516000000,8505000000,0.185199062,0.123926409,0.088623872,0.026550647,0.093274116,0.188097959,0.116655836,0.140770794,0.112907968,0.026504323,0.030060846,0.084605503,0.10826362,0.091360265,0.09747085,0.103633434,0.153951435,0.157953706,0.146907857,0.172262046,0.140628664,0.292428229,0.525349437,0.606247476,0.224039829,43.8809111,45.23313941,0,2.724194268,26.91934381,33.65709704,26.13097804,26.21366133,26.23149074,0,0,0.207079369,14.47680625,12.77762954,12.4696134,17.88481461,35.66431457,34.25124218,34.17575352,39.26100147,46.21152112,44.19318968,48.08053483,45.72715927,31.37334703,1379700000,1574200000,0,103700000,1003000000,1339700000,1112700000,1145300000,1222100000,0,0,8700000,657600000,656000000,660992000,994339000,1969057000,1980264000,2092418000,2479808000,3010456000,2863061000,3251881000,3413000000,3263000000,0.120221674,0.123926409,0,0.007463546,0.073751627,0.092211225,0.071591721,0.07181825,0.071867098,0,0,0.000567341,0.039662483,0.035007204,0.034163324,0.048999492,0.097710451,0.09383902,0.093632201,0.107564388,0.126606907,0.121077232,0.131727493,0.125279888,0.085954375
Mississippi,28.48512006,20.95577864,12.13708889,6.703543022,4.472291841,7.13526373,9.179144261,42.35720005,28.45021965,24.99488363,22.12966178,19.46591436,11.60917016,6.585864548,10.16285081,29.2691793,22.68480251,17.61018687,19.64568836,23.37688624,32.44335915,36.25640841,35.60682264,34.15944541,34.69415292,274300000,207600000,119000000,63500000,44000000,71900000,108500000,507300000,401000000,341300000,261900000,241500000,152770000,85600000,150800000,443400000,356400000,272900000,300100000,354400000,509440736,552200000,562500000,594000000,634000000,0.078041425,0.057413092,0.033252298,0.018365871,0.012252854,0.019548668,0.02514834,0.116047123,0.077945807,0.068479133,0.06062921,0.053331272,0.031805946,0.018043465,0.027843427,0.080189532,0.062150144,0.048247087,0.053823804,0.064046264,0.088885915,0.099332626,0.097552939,0.093587522,0.095052474,24.08202458,19.12870931,11.32115014,2.38582791,4.167362852,1.974850462,6.209669943,4.525448931,25.89608522,24.46027287,21.7156284,15.39540225,7.568719955,2.423536603,7.379523634,26.0742576,22.26471358,17.32625568,19.33146208,23.06686546,31.88998453,35.56699826,35.34095836,33.75689302,34.69415292,231900000,189500000,111000000,22600000,41000000,19900000,73400000,54200000,365000000,334000000,257000000,191000000,99600000,31500000,109500000,395000000,349800000,268500000,295300000,349700000,500751390,541700000,558300000,587000000,634000000,0.06597815,0.052407423,0.03101685,0.006536515,0.011417432,0.005410549,0.017012794,0.01239849,0.070948179,0.067014446,0.059494872,0.042179184,0.020736219,0.006639826,0.020217873,0.071436322,0.060999215,0.047469194,0.05296291,0.063196892,0.087369821,0.097443831,0.096824543,0.092484638,0.095052474
Missouri,23.01332027,26.48965071,30.32115193,38.79973049,51.07370159,39.12544939,60.85664702,59.80600982,62.98512546,35.55559501,34.35044519,42.36244152,32.27093491,43.28072231,32.48217054,34.26218822,29.86786288,30.26520603,43.77620944,49.93758254,57.66140151,110.290369,197.7708138,184.8175044,112.728048,463400000,561000000,634900000,678400000,932200000,763300000,1188000000,1288500000,1393300000,823000000,712400000,885700000,701800000,951500000,746200000,820800000,738800000,759208000,1111400000,1305300000,1455200000,2958030000,5671200000,6659000000,4889000000,0.063050193,0.072574386,0.083071649,0.106300631,0.13992795,0.107193012,0.16673054,0.163852082,0.172561988,0.097412589,0.094110809,0.116061484,0.08841352,0.118577321,0.088992248,0.093869009,0.081829761,0.082918373,0.11993482,0.136815295,0.157976442,0.302165395,0.541837846,0.506349327,0.308843967,14.57079881,21.34282018,22.44118648,26.44604271,24.33698589,23.74796371,25.25448399,24.90176505,25.19314607,24.19335748,25.43013025,24.23512377,22.89038386,22.94810762,24.25497913,22.65779211,23.67436451,23.57169093,24.27109974,24.91714358,25.84698475,22.51645651,26.92531481,24.78480724,21.32817435,293400000,452000000,469900000,462400000,444200000,463300000,493000000,536500000,557300000,560000000,527400000,506700000,497800000,504500000,557200000,542800000,585600000,591300000,616200000,651300000,652300000,603900000,772100000,893000000,925000000,0.039919997,0.05847348,0.061482703,0.072454912,0.066676674,0.065062914,0.069190367,0.068224014,0.069022318,0.066283171,0.06967159,0.066397599,0.06271338,0.062871528,0.066451998,0.062076143,0.064861273,0.064579975,0.066496164,0.068266147,0.070813657,0.061688922,0.073767986,0.067903581,0.058433354
